page,category,swap_type,bad_scientific,bad_common,bad_notes,replacement_scientific,replacement_common,replacement_notes
267,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,"Ehrharta calycina, E. erecta",VELDT GRASSES,,Nolina bigelovii,BIGELOW’S BEARGRASS,
267,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,"Ehrharta calycina, E. erecta",VELDT GRASSES,,Xerophyllum tenax,"BEAR GRASS, INDIAN BASKET GRASS",
267,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Miscanthus sinensis,CHINESE SILVERGRASS,,Carex spissa,SAN DIEGO SEDGE,
267,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Miscanthus sinensis,CHINESE SILVERGRASS,,"Elymus condensatus, syn. Leymus condensatus",GIANT WILD RYE,
267,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Miscanthus sinensis,CHINESE SILVERGRASS,,"Elymus mollis, syn. Leymus mollis",AMERICAN DUNEGRASS,
267,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Miscanthus sinensis,CHINESE SILVERGRASS,,Festuca californica,CALIFORNIA FESCUE,
267,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Miscanthus sinensis,CHINESE SILVERGRASS,,Muhlenbergia rigens,DEER GRASS,
267,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Miscanthus sinensis,CHINESE SILVERGRASS,,Nolina bigelovii,BIGELOW’S BEARGRASS,
267,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Miscanthus sinensis,CHINESE SILVERGRASS,,Xerophyllum tenax,"BEAR GRASS, INDIAN BASKET GRASS",
267,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Phalaris arundinacea,REED CANARY GRASS,,Carex spissa,SAN DIEGO SEDGE,
267,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Phalaris arundinacea,REED CANARY GRASS,,"Elymus condensatus, syn. Leymus condensatus",GIANT WILD RYE,
267,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Phalaris arundinacea,REED CANARY GRASS,,"Elymus mollis, syn. Leymus mollis",AMERICAN DUNEGRASS,
267,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Phalaris arundinacea,REED CANARY GRASS,,Festuca californica,CALIFORNIA FESCUE,
267,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Phalaris arundinacea,REED CANARY GRASS,,Muhlenbergia rigens,DEER GRASS,
267,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Phalaris arundinacea,REED CANARY GRASS,,Nolina bigelovii,BIGELOW’S BEARGRASS,
267,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Phalaris arundinacea,REED CANARY GRASS,,Xerophyllum tenax,"BEAR GRASS, INDIAN BASKET GRASS",
272,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Agrostis avenacea,PACIFIC /NEW ZEALAND BENT GRASS,,Eragrostis hypnoides,TEAL LOVEGRASS,
272,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Agrostis avenacea,PACIFIC /NEW ZEALAND BENT GRASS,,Eragrostis mexicana,MEXICAN LOVEGRASS,
272,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Agrostis avenacea,PACIFIC /NEW ZEALAND BENT GRASS,,"Hierochloe occidentalis, syn. Anthoxanthum occidentale",WESTERN SWEETGRASS,
272,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Anthoxanthum odoratum,SWEET VERNAL GRASS,,Eragrostis hypnoides,TEAL LOVEGRASS,
272,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Anthoxanthum odoratum,SWEET VERNAL GRASS,,Eragrostis mexicana,MEXICAN LOVEGRASS,
272,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Anthoxanthum odoratum,SWEET VERNAL GRASS,,"Hierochloe occidentalis, syn. Anthoxanthum occidentale",WESTERN SWEETGRASS,
272,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Eragrostis curvula,WEEPING LOVEGRASS,,Eragrostis hypnoides,TEAL LOVEGRASS,
272,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Eragrostis curvula,WEEPING LOVEGRASS,,Eragrostis mexicana,MEXICAN LOVEGRASS,
272,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Eragrostis curvula,WEEPING LOVEGRASS,,"Hierochloe occidentalis, syn. Anthoxanthum occidentale",WESTERN SWEETGRASS,
272,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Festuca arundinacea,TALL FESCUE,,Carex barbarae,SANTA BARBARA SEDGE,
272,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Festuca arundinacea,TALL FESCUE,,Festuca californica,CALIFORNIA FESCUE,
272,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Festuca arundinacea,TALL FESCUE,,Festuca idahoensis,IDAHO FESCUE,
272,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,"Stipa tenuissima, syn. Nassella tenuissima",MEXICAN FEATHERGRASS,,Festuca californica,CALIFORNIA FESCUE,
272,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,"Stipa tenuissima, syn. Nassella tenuissima",MEXICAN FEATHERGRASS,,Festuca idahoensis,IDAHO FESCUE,
272,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,"Stipa tenuissima, syn. Nassella tenuissima",MEXICAN FEATHERGRASS,,Juncus balticus,BALTIC RUSH,
272,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,"Stipa tenuissima, syn. Nassella tenuissima",MEXICAN FEATHERGRASS,,Juncus effusus,SOFT RUSH,
272,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,"Stipa tenuissima, syn. Nassella tenuissima",MEXICAN FEATHERGRASS,,Juncus patens,COMMON RUSH,
272,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,"Stipa tenuissima, syn. Nassella tenuissima",MEXICAN FEATHERGRASS,,Sporobolus aroides,ALKALAI SACATON,
272,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,"Stipa tenuissima, syn. Nassella tenuissima",MEXICAN FEATHERGRASS,,Stipa cernua,NODDING NEEDLEGRASS,
272,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,"Stipa tenuissima, syn. Nassella tenuissima",MEXICAN FEATHERGRASS,,Stipa lepida,FOOTHILL NEEDLEGRASS,
272,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,"Stipa tenuissima, syn. Nassella tenuissima",MEXICAN FEATHERGRASS,,Stipa pulchra,PURPLE NEEDLEGRASS,
272,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Stipa brachychaeta,PUNAGRASS,,Festuca californica,CALIFORNIA FESCUE,
272,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Stipa brachychaeta,PUNAGRASS,,Festuca idahoensis,IDAHO FESCUE,
272,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Stipa brachychaeta,PUNAGRASS,,Juncus balticus,BALTIC RUSH,
272,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Stipa brachychaeta,PUNAGRASS,,Juncus effusus,SOFT RUSH,
272,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Stipa brachychaeta,PUNAGRASS,,Juncus patens,COMMON RUSH,
272,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Stipa brachychaeta,PUNAGRASS,,Sporobolus aroides,ALKALAI SACATON,
272,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Stipa brachychaeta,PUNAGRASS,,Stipa cernua,NODDING NEEDLEGRASS,
272,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Stipa brachychaeta,PUNAGRASS,,Stipa lepida,FOOTHILL NEEDLEGRASS,
272,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Stipa brachychaeta,PUNAGRASS,,Stipa pulchra,PURPLE NEEDLEGRASS,
272,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Turfgrasses: Cynodon dactylon and hybrids,BERMUDA GRASS,,Carex barbarae,SANTA BARBARA SEDGE,
272,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Turfgrasses: Cynodon dactylon and hybrids,BERMUDA GRASS,,Carex filifolia,THREADLEAF SEDGE,
272,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Turfgrasses: Cynodon dactylon and hybrids,BERMUDA GRASS,,Carex globosa,ROUND FRUIT SEDGE,
272,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Turfgrasses: Cynodon dactylon and hybrids,BERMUDA GRASS,,Carex pansa,"SAND DUNE SEDGE, CALIFORNIA MEADOW SEDGE",
272,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Turfgrasses: Cynodon dactylon and hybrids,BERMUDA GRASS,,Carex praegacilis,CLUSTERED FIELD SEDGE,
272,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Turfgrasses: Cynodon dactylon and hybrids,BERMUDA GRASS,,Carex subfusca,RUSTY/MOUNTAIN SEDGE,
272,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Turfgrasses: Cynodon dactylon and hybrids,BERMUDA GRASS,,Carex tumulicola,FOOTHILL SEDGE,and many others
272,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Lolium species,PERENNIAL RYEGRASS,,Carex barbarae,SANTA BARBARA SEDGE,
272,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Lolium species,PERENNIAL RYEGRASS,,Carex filifolia,THREADLEAF SEDGE,
272,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Lolium species,PERENNIAL RYEGRASS,,Carex globosa,ROUND FRUIT SEDGE,
272,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Lolium species,PERENNIAL RYEGRASS,,Carex pansa,"SAND DUNE SEDGE, CALIFORNIA MEADOW SEDGE",
272,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Lolium species,PERENNIAL RYEGRASS,,Carex praegacilis,CLUSTERED FIELD SEDGE,
272,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Lolium species,PERENNIAL RYEGRASS,,Carex subfusca,RUSTY/MOUNTAIN SEDGE,
272,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Lolium species,PERENNIAL RYEGRASS,,Carex tumulicola,FOOTHILL SEDGE,and many others
272,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Pennisetum clandestinum,KIKUYU GRASS,,Carex barbarae,SANTA BARBARA SEDGE,
272,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Pennisetum clandestinum,KIKUYU GRASS,,Carex filifolia,THREADLEAF SEDGE,
272,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Pennisetum clandestinum,KIKUYU GRASS,,Carex globosa,ROUND FRUIT SEDGE,
272,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Pennisetum clandestinum,KIKUYU GRASS,,Carex pansa,"SAND DUNE SEDGE, CALIFORNIA MEADOW SEDGE",
272,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Pennisetum clandestinum,KIKUYU GRASS,,Carex praegacilis,CLUSTERED FIELD SEDGE,
272,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Pennisetum clandestinum,KIKUYU GRASS,,Carex subfusca,RUSTY/MOUNTAIN SEDGE,
272,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Pennisetum clandestinum,KIKUYU GRASS,,Carex tumulicola,FOOTHILL SEDGE,and many others
277,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Aptenia cordifolia,"RED APPLE, HEARTLEAF ICEPLANT",,Sedum divergens,CASCADE STONECROP,
277,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Aptenia cordifolia,"RED APPLE, HEARTLEAF ICEPLANT",,Sedum laxum,ROSEFLOWER STONECROP,
277,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Aptenia cordifolia,"RED APPLE, HEARTLEAF ICEPLANT",,Sedum niveum,DAVIDSON’S STONECROP,
277,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Aptenia cordifolia,"RED APPLE, HEARTLEAF ICEPLANT",,Sedum spathulifolium,YELLOW STONECROP,and others
277,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Duchesnea indica,INDIAN MOCK STRAWBERRY,,Fragaria californica,WOOD STRAWBERRY,
277,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Duchesnea indica,INDIAN MOCK STRAWBERRY,,Fragaria chiloensis,BEACH STRAWBERRY,
277,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Dichondra micrantha,DICHONDRA,,Fragaria californica,WOOD STRAWBERRY,
277,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Dichondra micrantha,DICHONDRA,,Fragaria chiloensis,BEACH STRAWBERRY,
277,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Glechoma hederacea,"CREEPING CHARLEY, GROUND IVY",,Arctostaphylos uva- ursi,KINNIKINNICK,
277,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Glechoma hederacea,"CREEPING CHARLEY, GROUND IVY",,Asarum caudatum,WILD GINGER,
277,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Glechoma hederacea,"CREEPING CHARLEY, GROUND IVY",,Ceanothus hearstiorum,HEARST’S CEANOTHUS,
277,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Glechoma hederacea,"CREEPING CHARLEY, GROUND IVY",,Ceanothus prostratus,MAHALA MAT,
277,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Vinca major,PERIWINKLE,,Arctostaphylos uva- ursi,KINNIKINNICK,
277,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Vinca major,PERIWINKLE,,Asarum caudatum,WILD GINGER,
277,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Vinca major,PERIWINKLE,,Ceanothus hearstiorum,HEARST’S CEANOTHUS,
277,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Vinca major,PERIWINKLE,,Ceanothus prostratus,MAHALA MAT,
277,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,"Vincetoxicum nigrum, syn. Cynanchum louiseae",BLACK SWALLOW-WORT,,Arctostaphylos uva- ursi,KINNIKINNICK,
277,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,"Vincetoxicum nigrum, syn. Cynanchum louiseae",BLACK SWALLOW-WORT,,Asarum caudatum,WILD GINGER,
277,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,"Vincetoxicum nigrum, syn. Cynanchum louiseae",BLACK SWALLOW-WORT,,Ceanothus hearstiorum,HEARST’S CEANOTHUS,
277,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,"Vincetoxicum nigrum, syn. Cynanchum louiseae",BLACK SWALLOW-WORT,,Ceanothus prostratus,MAHALA MAT,
277,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Helichrysum petiolare,LICORICE PLANT,,Antennaria rosea,ROSY PUSSYTOES,
277,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Helichrysum petiolare,LICORICE PLANT,,Salvia sonomensis,SONOMA SAGE,
278,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Iceplants: Carpobrotus edulis,HIGHWAY ICEPLANT,,Abronia maritima,RED SAND VERBENA,
278,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Iceplants: Carpobrotus edulis,HIGHWAY ICEPLANT,,Abronia umbellata,PINK SAND VERBENA,
278,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Iceplants: Carpobrotus edulis,HIGHWAY ICEPLANT,,Erigeron glaucus,SEASIDE FLEABANE,
278,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Iceplants: Carpobrotus edulis,HIGHWAY ICEPLANT,,Extriplex californica,CALIFORNIA SALTBUSH,
278,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Iceplants: Carpobrotus edulis,HIGHWAY ICEPLANT,,Iva hayesiana,"SAN DIEGO MARSH ELDER, POVERTY WEED",
278,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Iceplants: Carpobrotus edulis,HIGHWAY ICEPLANT,,Jaumea carnosa,JAUMEA,
278,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Iceplants: Carpobrotus edulis,HIGHWAY ICEPLANT,,Salicornia pacifica,PICKLEWEED,
278,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Carpobrotus chilensis,SEA FIG,,Abronia maritima,RED SAND VERBENA,
278,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Carpobrotus chilensis,SEA FIG,,Abronia umbellata,PINK SAND VERBENA,
278,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Carpobrotus chilensis,SEA FIG,,Erigeron glaucus,SEASIDE FLEABANE,
278,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Carpobrotus chilensis,SEA FIG,,Extriplex californica,CALIFORNIA SALTBUSH,
278,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Carpobrotus chilensis,SEA FIG,,Iva hayesiana,"SAN DIEGO MARSH ELDER, POVERTY WEED",
278,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Carpobrotus chilensis,SEA FIG,,Jaumea carnosa,JAUMEA,
278,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Carpobrotus chilensis,SEA FIG,,Salicornia pacifica,PICKLEWEED,
278,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Mesembryanthemum crystallinum,COMMON ICEPLANT,accumulates salt that is released into soil when it dies back,Abronia maritima,RED SAND VERBENA,
278,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Mesembryanthemum crystallinum,COMMON ICEPLANT,accumulates salt that is released into soil when it dies back,Abronia umbellata,PINK SAND VERBENA,
278,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Mesembryanthemum crystallinum,COMMON ICEPLANT,accumulates salt that is released into soil when it dies back,Erigeron glaucus,SEASIDE FLEABANE,
278,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Mesembryanthemum crystallinum,COMMON ICEPLANT,accumulates salt that is released into soil when it dies back,Extriplex californica,CALIFORNIA SALTBUSH,
278,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Mesembryanthemum crystallinum,COMMON ICEPLANT,accumulates salt that is released into soil when it dies back,Iva hayesiana,"SAN DIEGO MARSH ELDER, POVERTY WEED",
278,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Mesembryanthemum crystallinum,COMMON ICEPLANT,accumulates salt that is released into soil when it dies back,Jaumea carnosa,JAUMEA,
278,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Mesembryanthemum crystallinum,COMMON ICEPLANT,accumulates salt that is released into soil when it dies back,Salicornia pacifica,PICKLEWEED,
278,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,"Ivy: Delairea odorata, syn. Senecio mikanioides",CAPE IVY,,Arctostaphylos nevadensis,PINEMAT MANZANITA,
278,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,"Ivy: Delairea odorata, syn. Senecio mikanioides",CAPE IVY,,Arctostaphylos uva- ursi,KINNIKINNICK,
278,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,"Ivy: Delairea odorata, syn. Senecio mikanioides",CAPE IVY,,Baccharis pilularis var. pilularis,DWARF COYOTE BRUSH,
278,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,"Ivy: Delairea odorata, syn. Senecio mikanioides",CAPE IVY,,Gaultheria ovatifolia,"OREGON SPICY WINTERGREEN, SLENDER WINTERGREEN, WESTERN TEABERRY",
278,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,"Ivy: Delairea odorata, syn. Senecio mikanioides",CAPE IVY,,Vancouveria chrysantha,GOLDEN INSIDE-OUT FLOWER,
278,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,"Ivy: Delairea odorata, syn. Senecio mikanioides",CAPE IVY,,Vancouveria planipetala,SMALL INSIDE-OUT FLOWER,
278,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Hedera helix,ENGLISH IVY,"Hedera canariensis (CANARIAN IVY), and all other ivy relatives (H. algeriensis, H. azorica, H. colchica, H. cypria, H. hibernica, H. iberica, H. maderensis, H. maroccana, H. nepalensis, H. pastuchovii, H. rhombea) and hybrids",Arctostaphylos nevadensis,PINEMAT MANZANITA,
278,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Hedera helix,ENGLISH IVY,"Hedera canariensis (CANARIAN IVY), and all other ivy relatives (H. algeriensis, H. azorica, H. colchica, H. cypria, H. hibernica, H. iberica, H. maderensis, H. maroccana, H. nepalensis, H. pastuchovii, H. rhombea) and hybrids",Arctostaphylos uva- ursi,KINNIKINNICK,
278,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Hedera helix,ENGLISH IVY,"Hedera canariensis (CANARIAN IVY), and all other ivy relatives (H. algeriensis, H. azorica, H. colchica, H. cypria, H. hibernica, H. iberica, H. maderensis, H. maroccana, H. nepalensis, H. pastuchovii, H. rhombea) and hybrids",Baccharis pilularis var. pilularis,DWARF COYOTE BRUSH,
278,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Hedera helix,ENGLISH IVY,"Hedera canariensis (CANARIAN IVY), and all other ivy relatives (H. algeriensis, H. azorica, H. colchica, H. cypria, H. hibernica, H. iberica, H. maderensis, H. maroccana, H. nepalensis, H. pastuchovii, H. rhombea) and hybrids",Gaultheria ovatifolia,"OREGON SPICY WINTERGREEN, SLENDER WINTERGREEN, WESTERN TEABERRY",
278,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Hedera helix,ENGLISH IVY,"Hedera canariensis (CANARIAN IVY), and all other ivy relatives (H. algeriensis, H. azorica, H. colchica, H. cypria, H. hibernica, H. iberica, H. maderensis, H. maroccana, H. nepalensis, H. pastuchovii, H. rhombea) and hybrids",Vancouveria chrysantha,GOLDEN INSIDE-OUT FLOWER,
278,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Hedera helix,ENGLISH IVY,"Hedera canariensis (CANARIAN IVY), and all other ivy relatives (H. algeriensis, H. azorica, H. colchica, H. cypria, H. hibernica, H. iberica, H. maderensis, H. maroccana, H. nepalensis, H. pastuchovii, H. rhombea) and hybrids",Vancouveria planipetala,SMALL INSIDE-OUT FLOWER,
278,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Lonicera japonica,JAPANESE HONEYSUCKLE,,"Lonicera interrupta, L. subspicata",CHAPARRAL HONEYSUCKLE,
279,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Trifolium repens,WHITE CLOVER,,"Lewisia species Micromeria douglasii, syn. Clinopodium douglasii",YERBA BUENA,
279,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Trifolium repens,WHITE CLOVER,,Oxalis oregana,REDWOOD SORREL,
279,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Trifolium repens,WHITE CLOVER,,Salvia sonomensis,SONOMA SAGE,
286,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Lathyrus latifolius,SWEET PEA,,Lathyrus vestitus,PACIFIC PEA,
286,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Wisteria brachybotrys,SILKY WISTERIA,,Vitis californica,CALIFORNIA WILD GRAPE,
286,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Wisteria brachybotrys,SILKY WISTERIA,,Vitis girdiana,DESERT WILD GRAPE,
286,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Wisteria floribunda,JAPANESE WISTERIA,,Vitis californica,CALIFORNIA WILD GRAPE,
286,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Wisteria floribunda,JAPANESE WISTERIA,,Vitis girdiana,DESERT WILD GRAPE,
286,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Wisteria sinensis,CHINESE WISTERIA,,Vitis californica,CALIFORNIA WILD GRAPE,
286,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Wisteria sinensis,CHINESE WISTERIA,,Vitis girdiana,DESERT WILD GRAPE,
291,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Allium neapolitanum,ORNAMENTAL WHITE GARLIC,,Camassia leichtlinii,GREAT CAMAS,
291,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Allium neapolitanum,ORNAMENTAL WHITE GARLIC,,Camassia quamash,SMALL CAMAS,
291,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Allium neapolitanum,ORNAMENTAL WHITE GARLIC,,Trillium ovatum,"WESTERN TRILLIUM, WESTERN WAKEROBIN",
291,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Arum italicum,ITALIAN ARUM,,Camassia leichtlinii,GREAT CAMAS,
291,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Arum italicum,ITALIAN ARUM,,Camassia quamash,SMALL CAMAS,
291,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Arum italicum,ITALIAN ARUM,,Trillium ovatum,"WESTERN TRILLIUM, WESTERN WAKEROBIN",
291,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Convallaria majalis,LILY-OF-THE-VALLEY,,Camassia leichtlinii,GREAT CAMAS,
291,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Convallaria majalis,LILY-OF-THE-VALLEY,,Camassia quamash,SMALL CAMAS,
291,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Convallaria majalis,LILY-OF-THE-VALLEY,,Trillium ovatum,"WESTERN TRILLIUM, WESTERN WAKEROBIN",
291,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Zantedeschia aethiopica,CALLA LILY,,Camassia leichtlinii,GREAT CAMAS,
291,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Zantedeschia aethiopica,CALLA LILY,,Camassia quamash,SMALL CAMAS,
291,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Zantedeschia aethiopica,CALLA LILY,,Trillium ovatum,"WESTERN TRILLIUM, WESTERN WAKEROBIN",
