page,category,swap_type,bad_scientific,bad_common,bad_notes,replacement_scientific,replacement_common,replacement_notes
181,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Pyracantha fortuneana,CHINESE FIRETHORN,,Rhamnus crocea,HOLLYLEAF REDBERRY,
181,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Pyracantha koidzumii,FORMOSAN FIRETHORN,; all members of this species tend to become invasive,Arctostaphylos pajaroensis,PAJARO MANZANITA,"and others Frangula californica, syn. Rhamnus californica (COFFEEBERRY)"
181,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Pyracantha koidzumii,FORMOSAN FIRETHORN,; all members of this species tend to become invasive,Heteromeles arbutifolia,TOYON,
181,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Pyracantha koidzumii,FORMOSAN FIRETHORN,; all members of this species tend to become invasive,Prunus ilicifolia,HOLLYLEAF CHERRY,
181,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Pyracantha koidzumii,FORMOSAN FIRETHORN,; all members of this species tend to become invasive,Rhus integrifolia,LEMONADE BERRY,
181,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Pyracantha koidzumii,FORMOSAN FIRETHORN,; all members of this species tend to become invasive,Rhamnus crocea,HOLLYLEAF REDBERRY,
182,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Rhamnus alaternus,ITALIAN BUCKTHORN,,Ceanothus cuneatus,BUCKBRUSH,"C. leucodermis (CHAPARRAL WHITETHORN), and others Chrysolepis sempervirens (SIERRA CHINQUAPIN)"
182,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Rhamnus alaternus,ITALIAN BUCKTHORN,,"Frangula californica, syn. Rhamnus californica",COFFEEBERRY,
182,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Rhamnus alaternus,ITALIAN BUCKTHORN,,Heteromeles arbutifolia,TOYON,
182,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Rhamnus alaternus,ITALIAN BUCKTHORN,,Prunus ilicifolia,HOLLYLEAF CHERRY,
182,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Rhamnus alaternus,ITALIAN BUCKTHORN,,Rhus integrifolia,LEMONADE BERRY,
182,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Ricinus communis,CASTOR BEAN/OIL PLANT,whole plant toxic; seeds toxic to birds if eaten,"Berberis aquifolium, syn. Mahonia aquifolium",TALL OREGON GRAPE,
182,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Ricinus communis,CASTOR BEAN/OIL PLANT,whole plant toxic; seeds toxic to birds if eaten,Gaultheria shallon,SALAL,
182,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Ulex europaeus,GORSE,,Chrysothamnus viscidiflorus,YELLOW RABBITBRUSH,
182,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Ulex europaeus,GORSE,,"Ericameria nauseosa, syn. Chrysothamnus nauseosus",GRAY RABBITBRUSH,
182,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Ulex europaeus,GORSE,,"Frangula californica, syn. Rhamnus californica",COFFEEBERRY,
182,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Ulex europaeus,GORSE,,Larrea tridentata,CREOSOTE BUSH,
182,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Ulex europaeus,GORSE,,Lycium californicum,CALIFORNIA BOXTHORN,
182,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Ulex europaeus,GORSE,,"Malosma laurina, syn. Rhus laurina",LAUREL SUMAC,
182,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Ulex europaeus,GORSE,,Rhus integrifolia,LEMONADE BERRY,
182,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Ulex europaeus,GORSE,,Rhus ovata,SUGAR BUSH,
182,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Ulex europaeus,GORSE,,Rhus trilobata,SKUNKBUSH,
183,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Nerium oleander,OLEANDER,"toxic to pets and most livestock, nectarless, no pollinator visitation",Arctostaphylos bakeri,BAKER’S MANZANITA,"A. pajaroensis (PAJARO MANZANITA), and others Atriplex canescens (FOUR-WING SALTBUSH)"
183,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Nerium oleander,OLEANDER,"toxic to pets and most livestock, nectarless, no pollinator visitation",Dendromecon rigida,BUSH POPPY,
183,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Nerium oleander,OLEANDER,"toxic to pets and most livestock, nectarless, no pollinator visitation",Dendromecon harfordii,ISLAND BUSH POPPY,
183,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Nerium oleander,OLEANDER,"toxic to pets and most livestock, nectarless, no pollinator visitation","Fremontodendron californicum, F. mexicanum",FLANNEL BUSH,
183,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Nerium oleander,OLEANDER,"toxic to pets and most livestock, nectarless, no pollinator visitation",Garrya congdonii,INTERIOR SILKTASSEL,
183,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Nerium oleander,OLEANDER,"toxic to pets and most livestock, nectarless, no pollinator visitation",Garrya elliptica,COAST SILKTASSEL,
183,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Nerium oleander,OLEANDER,"toxic to pets and most livestock, nectarless, no pollinator visitation",Garrya flavescens,ASHY/YELLOWLEAF SILKTASSEL,
183,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Nerium oleander,OLEANDER,"toxic to pets and most livestock, nectarless, no pollinator visitation",Garrya fremontii,FREMONT SILKTASSEL,
183,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Nerium oleander,OLEANDER,"toxic to pets and most livestock, nectarless, no pollinator visitation",Garrya veatchii,CANYON SILKTASSEL,
183,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Nerium oleander,OLEANDER,"toxic to pets and most livestock, nectarless, no pollinator visitation",Lycium brevipes,BAJA DESERT THORN,
183,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Nerium oleander,OLEANDER,"toxic to pets and most livestock, nectarless, no pollinator visitation",Pluchea sericea,"ARROW WEED, ARROWLEAF",
183,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Nerium oleander,OLEANDER,"toxic to pets and most livestock, nectarless, no pollinator visitation",Xylococcus bicolor,MISSION MANZANITA,
183,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,"Camelia japonica, C. sasanqua",DOUBLE CAMELIA VARIETIES,no pollinator resources,Malocothamnus fasciculatus,CHAPARRAL BUSHMALLOW,
183,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,"Camelia japonica, C. sasanqua",DOUBLE CAMELIA VARIETIES,no pollinator resources,"Rhododendron macrophyllum, syn. Rhododendron californicum",COAST RHODODENDRON,
183,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,"Camelia japonica, C. sasanqua",DOUBLE CAMELIA VARIETIES,no pollinator resources,Rhododendron occidentale,WESTERN AZALEA,
184,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Nandina domestica,HEAVENLY BAMBOO,berries contain cyanide when ripe and may harm/kill some birds,"Berberis aquifolium, syn. Mahonia aquifolium",OREGON GRAPE,
184,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Nandina domestica,HEAVENLY BAMBOO,berries contain cyanide when ripe and may harm/kill some birds,"Berberis nevinii, syn. Mahonia nevinii",NEVIN’S BARBERRY,
184,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Nandina domestica,HEAVENLY BAMBOO,berries contain cyanide when ripe and may harm/kill some birds,"Berberis nervosa, syn. Mahonia nervosa",LONGLEAF MAHONIA,
184,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Nandina domestica,HEAVENLY BAMBOO,berries contain cyanide when ripe and may harm/kill some birds,Berberis pinnata,COAST BARBERRY,
184,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Nandina domestica,HEAVENLY BAMBOO,berries contain cyanide when ripe and may harm/kill some birds,Carpenteria californica,BUSH ANEMONE,
184,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Nandina domestica,HEAVENLY BAMBOO,berries contain cyanide when ripe and may harm/kill some birds,Eriogonum giganteum,ST. CATHERINE’S LACE,
184,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Nandina domestica,HEAVENLY BAMBOO,berries contain cyanide when ripe and may harm/kill some birds,"Gambelia speciosa, syn. Galvezia speciosa",ISLAND BUSH SNAPDRAGON,
184,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Nandina domestica,HEAVENLY BAMBOO,berries contain cyanide when ripe and may harm/kill some birds,"Lepechinia calycina, L. fragrans",PITCHER SAGE,
184,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Nandina domestica,HEAVENLY BAMBOO,berries contain cyanide when ripe and may harm/kill some birds,Malocothamnus densiflorus,YELLOW STEM BUSH MALLOW,
184,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Nandina domestica,HEAVENLY BAMBOO,berries contain cyanide when ripe and may harm/kill some birds,Malocothamnus fremontii,FREMONT’S BUSHMALLOW,
184,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Nandina domestica,HEAVENLY BAMBOO,berries contain cyanide when ripe and may harm/kill some birds,Malocothamnus jonesii,JONES’S BUSH MALLOW,
184,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Nandina domestica,HEAVENLY BAMBOO,berries contain cyanide when ripe and may harm/kill some birds,Malocothamnus palmeri,SANTA LUCIA BUSH MALLOW,
184,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Nandina domestica,HEAVENLY BAMBOO,berries contain cyanide when ripe and may harm/kill some birds,"Malosma laurina, syn. Rhus laurina",LAUREL SUMAC,
184,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Nandina domestica,HEAVENLY BAMBOO,berries contain cyanide when ripe and may harm/kill some birds,Rhamnus crocea,SPINY REDBERRY,
184,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Nandina domestica,HEAVENLY BAMBOO,berries contain cyanide when ripe and may harm/kill some birds,Rhus aromatica,FRAGRANT SUMAC,
184,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Nandina domestica,HEAVENLY BAMBOO,berries contain cyanide when ripe and may harm/kill some birds,Rhus integrifolia,LEMONADE BERRY,
184,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Nandina domestica,HEAVENLY BAMBOO,berries contain cyanide when ripe and may harm/kill some birds,Rhus ovata,SUGAR BUSH,
199,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Buddleja davidii,BUTTERFLY BUSH,invasive in riparian areas,Philadelphus lewisii,MOCK ORANGE,
199,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Buddleja davidii,BUTTERFLY BUSH,invasive in riparian areas,Physocarpus capitatus,PACIFIC NINEBARK,
199,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Buddleja davidii,BUTTERFLY BUSH,invasive in riparian areas,Ribes sanguineum,RED- FLOWERING CURRANT,
199,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Buddleja davidii,BUTTERFLY BUSH,invasive in riparian areas,Sambucus nigra subsp. cerulea,BLUE ELDERBERRY,
199,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Buddleja davidii,BUTTERFLY BUSH,invasive in riparian areas,Sambucus racemosa,RED ELDERBERRY,
199,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Calicotome spinosa,THORNY BROOM,,Ribes aureum,GOLDEN CURRANT,
199,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Calicotome spinosa,THORNY BROOM,,Romneya coulteri,MATILIJA POPPY,
199,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Cytisus multiflorus,WHITE SPANISH BROOM,,Ribes aureum,GOLDEN CURRANT,
199,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Cytisus multiflorus,WHITE SPANISH BROOM,,Romneya coulteri,MATILIJA POPPY,
199,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Genista linifolia,NEEDLE-LEAVED/FLAX BROOM,,Ribes aureum,GOLDEN CURRANT,
199,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Genista linifolia,NEEDLE-LEAVED/FLAX BROOM,,Romneya coulteri,MATILIJA POPPY,
199,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,"Genista monosperma, syn. Retama monosperma",BRIDAL VEIL BROOM,"; all regenerate vigorously after fire from long- lived seed bank, crowd out other species; seeds toxic to livestock and birds",Ribes aureum,GOLDEN CURRANT,
199,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,"Genista monosperma, syn. Retama monosperma",BRIDAL VEIL BROOM,"; all regenerate vigorously after fire from long- lived seed bank, crowd out other species; seeds toxic to livestock and birds",Romneya coulteri,MATILIJA POPPY,
199,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Corylus avellana,EUROPEAN FILBERT,,Corylus cornuta var. californica,WESTERN HAZELNUT,
199,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Corylus avellana,EUROPEAN FILBERT,,Philadelphus lewisii,MOCK ORANGE,
199,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Corylus avellana,EUROPEAN FILBERT,,Ptelea crenulata,WESTERN HOP TREE,
199,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Corylus colurna,TURKISH HAZEL,,Corylus cornuta var. californica,WESTERN HAZELNUT,
199,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Corylus colurna,TURKISH HAZEL,,Philadelphus lewisii,MOCK ORANGE,
199,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Corylus colurna,TURKISH HAZEL,,Ptelea crenulata,WESTERN HOP TREE,
199,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Corylus maxima,LARGE FILBERT,import and sale restricted in Pacific Northwest as these are disease vectors for eastern filbert blight,Corylus cornuta var. californica,WESTERN HAZELNUT,
199,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Corylus maxima,LARGE FILBERT,import and sale restricted in Pacific Northwest as these are disease vectors for eastern filbert blight,Philadelphus lewisii,MOCK ORANGE,
199,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Corylus maxima,LARGE FILBERT,import and sale restricted in Pacific Northwest as these are disease vectors for eastern filbert blight,Ptelea crenulata,WESTERN HOP TREE,
199,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Ficus carica,EDIBLE FIG,,Sambucus nigra subsp. cerulea,BLUE ELDERBERRY,
199,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Ficus carica,EDIBLE FIG,,Sambucus racemosa,RED ELDERBERRY,
199,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Ligustrum sinensis,CHINESE PRIVET,; all members of this genus tend to become invasive,Holodiscus discolor,"OCEAN SPRAY, CREAMBUSH",
199,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Ligustrum sinensis,CHINESE PRIVET,; all members of this genus tend to become invasive,Holodiscus dumosus,"MOUNTAIN SPRAY, ROCK- SPIREA",
199,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Ligustrum sinensis,CHINESE PRIVET,; all members of this genus tend to become invasive,Styrax redivivus,CALIFORNIA SNOWDROP,
200,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Lonicera maackii,AMUR HONEYSUCKLE,,Calycanthus occidentalis,SPICE BUSH,
200,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Lonicera maackii,AMUR HONEYSUCKLE,,Cephalanthus occidentalis,BUTTONBUSH,
200,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Lonicera maackii,AMUR HONEYSUCKLE,,Diplacus longiflorus,SOUTHERN BUSH MONKEYFLOWER,
200,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Lonicera maackii,AMUR HONEYSUCKLE,,Lonicera conjugialis,DOUBLE HONEYSUCKLE,
200,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Lonicera maackii,AMUR HONEYSUCKLE,,Lonicera subspicata,SOUTHERN HONEYSUCKLE,
200,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Lonicera maackii,AMUR HONEYSUCKLE,,Oemleria cerasiformis,"OSO BERRY, INDIAN PLUM",
200,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Lonicera maackii,AMUR HONEYSUCKLE,,Spirea douglasii,WESTERN SPIREA,
200,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Lonicera maackii,AMUR HONEYSUCKLE,,Symphoricarpos albus,COMMON SNOWBERRY,
200,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Lonicera maackii,AMUR HONEYSUCKLE,,Vaccinium parvifolium,RED HUCKLEBERRY,
200,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Lonicera tartarica,TARTAR HONEYSUCKLE,invasive in riparian areas and irrigated landscapes,Calycanthus occidentalis,SPICE BUSH,
200,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Lonicera tartarica,TARTAR HONEYSUCKLE,invasive in riparian areas and irrigated landscapes,Cephalanthus occidentalis,BUTTONBUSH,
200,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Lonicera tartarica,TARTAR HONEYSUCKLE,invasive in riparian areas and irrigated landscapes,Diplacus longiflorus,SOUTHERN BUSH MONKEYFLOWER,
200,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Lonicera tartarica,TARTAR HONEYSUCKLE,invasive in riparian areas and irrigated landscapes,Lonicera conjugialis,DOUBLE HONEYSUCKLE,
200,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Lonicera tartarica,TARTAR HONEYSUCKLE,invasive in riparian areas and irrigated landscapes,Lonicera subspicata,SOUTHERN HONEYSUCKLE,
200,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Lonicera tartarica,TARTAR HONEYSUCKLE,invasive in riparian areas and irrigated landscapes,Oemleria cerasiformis,"OSO BERRY, INDIAN PLUM",
200,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Lonicera tartarica,TARTAR HONEYSUCKLE,invasive in riparian areas and irrigated landscapes,Spirea douglasii,WESTERN SPIREA,
200,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Lonicera tartarica,TARTAR HONEYSUCKLE,invasive in riparian areas and irrigated landscapes,Symphoricarpos albus,COMMON SNOWBERRY,
200,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Lonicera tartarica,TARTAR HONEYSUCKLE,invasive in riparian areas and irrigated landscapes,Vaccinium parvifolium,RED HUCKLEBERRY,
200,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Sesbania punicea,RED SESBANIA / SCARLET WISTERIA,,Cercis occidentalis,WESTERN REDBUD,
200,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Sesbania punicea,RED SESBANIA / SCARLET WISTERIA,,Ribes aureum,GOLDEN CURRANT,
200,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Sesbania punicea,RED SESBANIA / SCARLET WISTERIA,,Ribes cereum,WAX CURRANT,
200,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Sesbania punicea,RED SESBANIA / SCARLET WISTERIA,,Ribes viburnifolium,CATALINA CURRANT,
200,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Sesbania punicea,RED SESBANIA / SCARLET WISTERIA,,Sorbus californica,CALIFORNIA MOUNTAIN ASH,
200,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Sesbania punicea,RED SESBANIA / SCARLET WISTERIA,,Sorbus scopulina,WESTERN MOUNTAIN ASH,
200,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Sesbania punicea,RED SESBANIA / SCARLET WISTERIA,,Sorbus sitchensis,SITKA/WESTERN MOUNTAIN ASH,
201,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Tecoma capensis,CAPE HONEYSUCKLE,,Ribes sanguineum,RED- FLOWERING CURRANT,
201,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Tecoma capensis,CAPE HONEYSUCKLE,,Ribes speciosum,FUCHSIA- FLOWERING CURRANT,
201,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Tecoma capensis,CAPE HONEYSUCKLE,,Sambucus nigra subsp. cerulea,BLUE ELDERBERRY,
201,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Vitex agnus-castus,CHASTE TREE,,Amelanchier alnifolia,"WESTERN/PACIFIC SERVICEBERRY, JUNEBERRY, WESTERN SHADBUSH",
201,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Vitex agnus-castus,CHASTE TREE,,Chilopsis linearis,DESERT WILLOW,
201,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Vitex agnus-castus,CHASTE TREE,,Cornus nuttalii,WESTERN DOGWOOD,
201,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Vitex agnus-castus,CHASTE TREE,,Robinia neomexicana,DESERT LOCUST,
201,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,POOR PLANTS,,,PLANT INSTEAD,,
201,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Rosa,ROSE,varieties with double flowers that have lost pollen and nectar resources,Ribes aureum,GOLDEN CURRANT,
201,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Rosa,ROSE,varieties with double flowers that have lost pollen and nectar resources,Ribes indecorum,WHITE- FLOWERING CURRANT,
201,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Rosa,ROSE,varieties with double flowers that have lost pollen and nectar resources,Ribes malvaceum,CHAPARRAL CURRANT,
201,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Rosa,ROSE,varieties with double flowers that have lost pollen and nectar resources,Ribes sanguineum,RED- FLOWERING CURRANT,
201,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Rosa,ROSE,varieties with double flowers that have lost pollen and nectar resources,Ribes speciosum,FUCHSIA- FLOWERING CURRANT,
201,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Rosa,ROSE,varieties with double flowers that have lost pollen and nectar resources,Romneya coulteri,MATILIJA POPPY,
210,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Calicotome spinosa,THORNY BROOM,,Cneoridium dumosum,BUSH RUE,
210,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Calicotome spinosa,THORNY BROOM,,"Dasiphora fruticosa, syn. Potentilla fruticosa",SHRUBBY CINQUEFOIL,
210,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Calicotome spinosa,THORNY BROOM,,"Diplacus aurantiacus, syn. Mimulus aurantiacus",STICKY MONKEY FLOWER,
210,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Calicotome spinosa,THORNY BROOM,,Encelia actoni,MOUNTAIN BUSH SUNFLOWER,
210,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Calicotome spinosa,THORNY BROOM,,Encelia californica,CALIFORNIA BRITTLEBUSH,
210,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Calicotome spinosa,THORNY BROOM,,Encelia farinosa,BRITTLEBUSH,
210,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Calicotome spinosa,THORNY BROOM,,Encelia frutescens,BUTTON BRITTLEBUSH,
210,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Calicotome spinosa,THORNY BROOM,,"Keckiella antirrhinoides, K. cordifolia",KECKIELLA,
210,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Calicotome spinosa,THORNY BROOM,,"Peritoma arborea, syn. Isomeris arborea",BLADDERPOD,
210,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Cytisus multiflorus,WHITE SPANISH BROOM,,Cneoridium dumosum,BUSH RUE,
210,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Cytisus multiflorus,WHITE SPANISH BROOM,,"Dasiphora fruticosa, syn. Potentilla fruticosa",SHRUBBY CINQUEFOIL,
210,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Cytisus multiflorus,WHITE SPANISH BROOM,,"Diplacus aurantiacus, syn. Mimulus aurantiacus",STICKY MONKEY FLOWER,
210,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Cytisus multiflorus,WHITE SPANISH BROOM,,Encelia actoni,MOUNTAIN BUSH SUNFLOWER,
210,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Cytisus multiflorus,WHITE SPANISH BROOM,,Encelia californica,CALIFORNIA BRITTLEBUSH,
210,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Cytisus multiflorus,WHITE SPANISH BROOM,,Encelia farinosa,BRITTLEBUSH,
210,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Cytisus multiflorus,WHITE SPANISH BROOM,,Encelia frutescens,BUTTON BRITTLEBUSH,
210,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Cytisus multiflorus,WHITE SPANISH BROOM,,"Keckiella antirrhinoides, K. cordifolia",KECKIELLA,
210,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Cytisus multiflorus,WHITE SPANISH BROOM,,"Peritoma arborea, syn. Isomeris arborea",BLADDERPOD,
210,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Genista linifolia,NEEDLE-LEAVED / FLAX BROOM,,Cneoridium dumosum,BUSH RUE,
210,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Genista linifolia,NEEDLE-LEAVED / FLAX BROOM,,"Dasiphora fruticosa, syn. Potentilla fruticosa",SHRUBBY CINQUEFOIL,
210,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Genista linifolia,NEEDLE-LEAVED / FLAX BROOM,,"Diplacus aurantiacus, syn. Mimulus aurantiacus",STICKY MONKEY FLOWER,
210,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Genista linifolia,NEEDLE-LEAVED / FLAX BROOM,,Encelia actoni,MOUNTAIN BUSH SUNFLOWER,
210,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Genista linifolia,NEEDLE-LEAVED / FLAX BROOM,,Encelia californica,CALIFORNIA BRITTLEBUSH,
210,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Genista linifolia,NEEDLE-LEAVED / FLAX BROOM,,Encelia farinosa,BRITTLEBUSH,
